filename,width,height,class,xmin,ymin,xmax,ymax
002134_jpg.rf.0032ee88e18de84041793e2d65fd3b90.jpg,500,320,head,339,67,367,105
002134_jpg.rf.0032ee88e18de84041793e2d65fd3b90.jpg,500,320,head,394,65,424,101
002134_jpg.rf.0032ee88e18de84041793e2d65fd3b90.jpg,500,320,head,278,62,307,96
002134_jpg.rf.0032ee88e18de84041793e2d65fd3b90.jpg,500,320,head,115,82,137,109
003227_jpg.rf.003a223fb6fa02daba8568500f7f32cb.jpg,500,375,helmet,280,71,319,121
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,350,97,386,135
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,73,94,108,138
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,420,106,473,162
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,35,112,78,166
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,104,97,131,129
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,318,90,349,126
005286_jpg.rf.004d1ff1d82e3cac7922548a1ec94fbe.jpg,500,307,head,232,93,252,117
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,331,helmet,78,138,114,182
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,331,helmet,336,124,379,175
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,331,helmet,425,109,479,172
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,331,head,159,136,197,185
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,331,head,228,129,261,167
004024_jpg.rf.00402006dfe53bad7f453cfcf4538282.jpg,400,300,helmet,19,10,50,44
004024_jpg.rf.00402006dfe53bad7f453cfcf4538282.jpg,400,300,helmet,81,59,110,90
004024_jpg.rf.00402006dfe53bad7f453cfcf4538282.jpg,400,300,helmet,315,180,339,212
004024_jpg.rf.00402006dfe53bad7f453cfcf4538282.jpg,400,300,helmet,371,191,399,229
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,333,helmet,90,41,133,84
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,333,helmet,321,122,362,172
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,333,helmet,215,123,244,159
002465_jpg.rf.00b1704fb0c92d32f9b782ae874046a1.jpg,451,300,helmet,373,157,402,190
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,286,120,328,170
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,163,134,203,185
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,88,143,124,186
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,212,147,241,180
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,269,153,293,182
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,375,head,468,149,497,182
000602_jpg.rf.00f038c45c050ac5464ba69b0536070d.jpg,499,333,helmet,116,18,243,179
001610_jpg.rf.006103529fc80e9c18b76eff2432e223.jpg,500,345,helmet,419,143,473,194
001610_jpg.rf.006103529fc80e9c18b76eff2432e223.jpg,500,345,helmet,319,112,398,178
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,162,166,200,218
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,385,179,427,235
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,207,170,256,227
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,434,177,492,242
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,92,176,142,229
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,331,helmet,479,159,499,230
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,29,79,65,118
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,298,92,329,132
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,73,97,101,131
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,356,110,384,139
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,122,100,148,128
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,395,115,420,147
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,163,106,184,132
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,253,99,269,125
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,101,105,120,135
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,243,103,255,128
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,379,100,400,125
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,450,300,head,420,113,446,146
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,380,145,414,180
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,175,170,200,198
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,19,158,40,176
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,32,145,49,161
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,51,154,74,172
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,126,159,152,182
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,254,156,284,184
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,311,138,337,162
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,418,129,454,160
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,123,121,142,143
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,241,136,263,160
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,324,160,362,198
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,332,helmet,66,136,88,155
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,333,helmet,221,41,333,170
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,333,helmet,43,62,83,113
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,333,helmet,120,18,217,137
005260_jpg.rf.00f909cb1a3a37709d0afb2cd4a7ee42.jpg,500,375,helmet,370,117,399,153
005260_jpg.rf.00f909cb1a3a37709d0afb2cd4a7ee42.jpg,500,375,helmet,49,113,64,134
001318_jpg.rf.009000a978838abe9cb349d01cb06a98.jpg,500,333,helmet,70,42,159,149
001318_jpg.rf.009000a978838abe9cb349d01cb06a98.jpg,500,333,helmet,173,104,235,180
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,300,helmet,70,39,126,104
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,300,helmet,272,60,314,112
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,300,helmet,150,37,191,95
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,350,234,helmet,243,134,267,163
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,350,234,helmet,36,207,54,225
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,350,234,helmet,146,94,159,108
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,350,234,helmet,165,70,179,82
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,helmet,216,318,265,373
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,helmet,5,319,52,376
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,helmet,100,325,146,370
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,helmet,306,360,347,409
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,helmet,133,321,156,369
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,head,169,174,216,218
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,head,341,352,368,380
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,head,291,360,313,399
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,597,head,39,358,70,399
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,383,helmet,310,132,347,179
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,383,helmet,405,115,450,165
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,383,helmet,231,144,270,190
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,383,helmet,147,153,180,193
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,383,helmet,76,151,112,195
004844_jpg.rf.00f6f05b98fae010d47cdeebd51b057b.jpg,500,377,helmet,114,71,141,93
004844_jpg.rf.00f6f05b98fae010d47cdeebd51b057b.jpg,500,377,helmet,338,85,363,111
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,78,154,105,184
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,156,155,173,174
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,181,154,194,173
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,237,144,255,167
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,286,143,305,168
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,341,138,362,166
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,421,123,444,152
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,357,132,380,161
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,395,138,413,163
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,125,140,148,166
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,helmet,180,147,198,162
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,88,77,114,105
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,160,125,185,156
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,263,131,293,161
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,151,97,175,126
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,238,111,259,137
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,134,97,145,114
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,189,91,198,107
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,206,84,219,102
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,helmet,129,82,139,97
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,400,307,head,203,107,227,127
002061_jpg.rf.01243d0b22273ae4540daeca342dc383.jpg,500,684,helmet,149,263,178,289
002061_jpg.rf.01243d0b22273ae4540daeca342dc383.jpg,500,684,helmet,424,551,456,579
003322_jpg.rf.00bbe797448c593436280e0f1cedfeb1.jpg,500,753,helmet,46,37,240,247
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,helmet,205,53,235,85
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,helmet,34,73,107,151
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,helmet,12,47,49,87
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,helmet,226,2,251,38
003122_jpg.rf.013b07af70dd7d338637ec97f4f8036b.jpg,450,300,helmet,184,95,250,180
004021_jpg.rf.00a5b7e563d4addb2a2beb5bb712243c.jpg,500,369,helmet,158,45,216,114
002974_jpg.rf.0156460f5e073aa3d8cf35f892ef323b.jpg,500,375,helmet,195,95,259,174
002974_jpg.rf.0156460f5e073aa3d8cf35f892ef323b.jpg,500,375,helmet,101,155,147,222
002611_jpg.rf.015b4ad529ca5db8235b8dfa28f3a7fd.jpg,500,332,helmet,202,121,243,171
002850_jpg.rf.01d89a59c64088b2360a6a3de3ce5b14.jpg,500,332,head,201,99,232,141
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,299,18,363,97
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,210,42,261,117
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,82,30,139,110
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,151,62,193,117
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,249,73,273,118
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,36,52,69,110
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,head,192,74,215,112
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,400,267,helmet,69,40,91,106
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,335,helmet,384,209,414,237
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,335,helmet,289,166,303,182
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,335,helmet,306,202,321,218
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,335,helmet,236,155,249,170
003608_jpg.rf.01828824cee5f314b686b9a9be624f84.jpg,500,375,helmet,401,78,435,120
003608_jpg.rf.01828824cee5f314b686b9a9be624f84.jpg,500,375,helmet,124,82,163,125
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,500,383,helmet,146,82,240,171
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,500,383,helmet,66,37,138,92
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,500,383,helmet,297,37,351,75
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,500,383,helmet,273,4,286,24
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,310,helmet,375,109,491,210
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,310,helmet,155,6,284,130
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,310,helmet,0,21,98,133
000050_jpg.rf.01d64fe50320c33289cef3f2ae1173bf.jpg,498,280,helmet,96,100,161,148
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,400,266,helmet,28,123,62,162
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,400,266,helmet,251,57,300,108
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,400,266,helmet,287,12,326,55
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,333,helmet,305,113,343,160
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,333,helmet,348,60,408,126
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,333,helmet,249,102,294,161
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,333,helmet,80,76,140,150
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,333,helmet,181,71,238,144
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,90,3,139,49
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,254,122,296,166
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,350,179,386,221
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,387,195,417,229
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,449,245,474,271
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,368,helmet,476,246,499,274
000118_jpg.rf.0245b0832f29603d3f9249d0922cd942.jpg,500,684,helmet,325,323,422,433
005182_jpg.rf.02168a57d3457a66cbc0dff6b68e33b0.jpg,499,333,helmet,195,33,319,163
003063_jpg.rf.02642793102bafd5f797360f96447fc0.jpg,400,489,helmet,52,253,135,333
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,260,172,helmet,207,31,225,52
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,260,172,helmet,184,27,203,51
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,260,172,helmet,108,34,128,53
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,260,172,helmet,58,37,75,55
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,260,172,helmet,137,48,155,69
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,144,180,190,225
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,95,100,150,152
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,145,63,185,101
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,397,156,429,188
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,224,59,254,95
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,340,146,368,173
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,331,helmet,427,147,450,181
000678_jpg.rf.0223876f143ec41b73f9cbd404833e68.jpg,500,333,helmet,302,141,327,173
000678_jpg.rf.0223876f143ec41b73f9cbd404833e68.jpg,500,333,helmet,346,144,372,173
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,helmet,92,83,176,170
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,helmet,421,86,480,148
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,helmet,228,102,289,175
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,helmet,301,64,389,170
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,head,5,132,44,184
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,375,head,52,193,80,233
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,216,51,250,94
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,133,48,170,94
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,330,48,367,91
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,67,43,107,90
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,35,65,68,103
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,418,52,448,95
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,408,50,434,90
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,177,70,200,108
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,102,81,121,102
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,207,73,224,102
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,282,52,309,89
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,307,58,329,88
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,390,68,408,93
003662_jpg.rf.029749b8af653f5936fb1d6e23f7ee5a.jpg,500,333,head,20,70,37,106
002354_jpg.rf.022a8950f1ab5569c9303a3e9a1c1003.jpg,500,375,head,314,172,385,266
002354_jpg.rf.022a8950f1ab5569c9303a3e9a1c1003.jpg,500,375,head,125,150,163,192
002354_jpg.rf.022a8950f1ab5569c9303a3e9a1c1003.jpg,500,375,head,191,148,231,192
002354_jpg.rf.022a8950f1ab5569c9303a3e9a1c1003.jpg,500,375,head,48,165,110,239
002354_jpg.rf.022a8950f1ab5569c9303a3e9a1c1003.jpg,500,375,head,379,155,404,189
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,helmet,367,37,418,98
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,helmet,430,63,460,109
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,90,33,146,103
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,67,76,101,111
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,218,81,248,114
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,305,81,334,114
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,146,65,171,100
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,533,300,head,453,62,486,104
003861_jpg.rf.01ee164b83ea369c9c4382b131a60e45.jpg,400,271,helmet,97,127,129,155
003861_jpg.rf.01ee164b83ea369c9c4382b131a60e45.jpg,400,271,helmet,76,116,101,145
000268_jpg.rf.015acdb0e0945cdba845dfe696e1f577.jpg,500,331,helmet,202,104,237,152
002648_jpg.rf.02221674e032c7be9eda845e43403273.jpg,500,333,helmet,127,130,151,159
002648_jpg.rf.02221674e032c7be9eda845e43403273.jpg,500,333,helmet,244,135,264,162
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,373,helmet,377,47,444,128
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,373,helmet,161,24,263,132
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,373,head,81,38,159,130
004653_jpg.rf.037d7198fb13e42aa870da6ba5a145f6.jpg,500,333,helmet,171,5,318,163
003746_jpg.rf.02f5df947ac8e92df8119b4bb73f5c15.jpg,490,325,helmet,145,125,280,250
005143_jpg.rf.0398fcb0a5586a7c28baa8df35cb281a.jpg,447,300,helmet,289,106,317,134
005143_jpg.rf.0398fcb0a5586a7c28baa8df35cb281a.jpg,447,300,helmet,66,108,89,131
000844_jpg.rf.033b703d7b2f7e3bb06fde61a1af6607.jpg,500,332,helmet,279,127,328,179
004657_jpg.rf.02d8f2a878fbc0982286f13e0c4fc402.jpg,450,300,helmet,197,70,244,113
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,254,53,295,106
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,104,59,153,108
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,313,83,346,125
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,167,52,208,97
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,456,85,488,124
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,358,76,393,116
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,1,63,23,106
002868_jpg.rf.037f58aa833690c913a7cb8a07996611.jpg,500,375,head,343,97,364,130
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,176,101,213,148
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,252,104,275,141
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,315,113,342,145
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,6,105,24,127
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,60,109,77,135
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,86,111,101,127
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,148,113,165,137
004835_jpg.rf.041912b1fdfa741811439ba81c1395e2.jpg,490,367,head,132,117,145,141
